Date,User,Tweet,Polarity,Preprocessed_Tweet
2023-03-30 22:13:38+00:00,3en01t,@ChristianLacos1 @f_philippot Ça fait un moment que les scientifiques tirent la sonnette d'alarme concernant le réchauffement climatique.,1.0,    cela faire moment scientifique tirer sonnett alarme concerner réchauffement climatique
2023-03-30 22:07:09+00:00,InitiativeCazir,"L'INIC se fait le plaisir de vous annoncer le lancement de ""INIC SPACE"" qui aura lieu le 3 avril à l'occasion de la “Journée des femmes haïtiennes”. INIC SPACE est un espace de débat sur divers sujets relatifs à l'économie, la démocratie ou le réchauffement climatique. https://t.co/nVX4UIrVPw",1.0,inic faire plaisir annoncer lancement inic spac lieu     avril occasion journer femme haïtien inic space espac débat divers sujet relatif économie démocratie réchauffement climatique
2023-03-30 22:03:34+00:00,LascauxJose,@HervMaul L arnaque continue . ....... covid Ukraine réchauffement climatique pénuries la dette  la même arnaque !!!!!,-1.0,arnaqu continuer       covid ukrain réchauffement climatique pénurie dette arnaqu
2023-03-30 21:54:37+00:00,Jeantoutcourt2,@Val_Plante Vive le réchauffement climatique 🥳🥳🥳,-1.0,vif réchauffement climatique
2023-03-30 21:53:33+00:00,ANLV59,"#Climat. Cela fait des années que les scientifiques nous alertent sur l'amplification des cas, et l'apparition de nouvelles maladies, dûes au réchauffement climatique et la surpopulation humaine. Rassurez-vous, on continue de regarder ailleurs. https://t.co/e9Rf3wjq9A",1.0,climat celer faire année scientifique alerter amplification cas apparition nouveau maladie dûe réchauffement climatique surpopulation humain rassurer continuer regarder ailleurs
2023-03-30 21:50:09+00:00,FSchomus,"@EmmanuelMacron Tout ça est fabriqué. Covid, confinements, masques,vaccins,  crise de l'énergie, du carburant, immigration, des medicaments, de l’hopital, de l’eau, (voyez ces avions vaporisateurs) rechauffement climatique, retraite, etc..., etc...",-1.0,tout ça fabriquer covid confinement masque vaccin     crise énergie carburer immigration medicament hopital eau     voyez vaporisateur rechauffemer climatique retraite etc etc
2023-03-30 21:47:26+00:00,Damkyan_Omega,"L'ONU adopte une résolution ""historique"" de lutte contre le réchauffement climatique https://t.co/15x3oISXh9",1.0,onu adopter résolution historique lutte contre réchauffement climatique
2023-03-30 21:40:43+00:00,FranckNoir,@MonteilGuy1 Energivore car pas assez de R&amp;D justement. Et je suis persuadé qu'il possible de se servir du réchauffement climatique et du soleil pour optimiser les techniques actuelles qui sont parties dans une mauvaise direction.,-1.0,energivore car assez amp justement persuader possible servir réchauffement climatique soleil optimiser technique actuel party mauvais direction
2023-03-30 21:35:47+00:00,bibimtb,@MacLesggy augmenter les réserves en surface est une aberration en période de sécheresse et de grande réchauffement surtout que ses réserves en surface sont pompées dans les nappes qui ne se remplissent déjà pas l’hiver,1.0,augmenter réserve surface aberration période sécheress grand réchauffement surtout réserve surface pomper nappe remplir déjà hiver
2023-03-30 21:32:18+00:00,olsimare,"@le_Parisien ""notamment sur la côte est des États-Unis où sa présence risque de doubler à cause du réchauffement climatique""
Ok, on s'en fout.",1.0,"    notamment côte état uni où présence risque doubler cause réchauffement climatique 
  ok foutre"
2023-03-30 21:26:49+00:00,ram_blanrem,"Tout est dans le punitif dans ce pays de merde... Les scientifiques de l'eau et de la météorologie prouvent qu'il pleuvra toujours autant, voire plus, avec le prétendu réchauffement climatique, mais c'est la répartition géographique qui risque de changer...",1.0,tout punitif pays merd scientifique eau météorologie prouver pleuvoir toujours autant voire plus prétendre réchauffement climatique répartition géographique risque changer
2023-03-30 21:22:10+00:00,Sophiebarel,"@MathieuMallet @Taigasangare Ils sont en bonne voie, en plus comme ça tout le monde va bien crever en ville avec le réchauffement climatique, ça va être au top.",1.0,    bon voie plus comme cela tout monde aller bien crever ville réchauffement climatique cela aller être top
2023-03-30 21:14:11+00:00,_Cegeter_,"@realmarcel1 @Manouck44 En hélico pour lutter contre le réchauffement climatique responsable de la pénurie d'eau, quel exemplarité, sa grandeur nous montre la voix.",-1.0,    hélico lutter contre réchauffement climatique responsable pénurie eau quel exemplarité grandeur montr voix
2023-03-30 21:03:52+00:00,VirgoWhallala,"@MarieMaMadre C’est exactement ce que je dis. On peut pas revenir aux moteurs thermiques car le réchauffement climatique concerne tous les humains. En revanche, il faut innover pour que l’extraction se fasse dans des conditions qui permettent santé et rémunération correcte. 1/2",1.0,exactemer dire pouvoir revenir moteur thermique car réchauffement climatique concerner tout humain revanche falloir innover extraction fass condition permettre santé rémunération correct     
2023-03-30 21:03:46+00:00,job_bull,"@FrcsBraun Honteux de céder la dessus
Et si une nouvelle maladie apparaît dans quelques années, ce qui est fortement probable avec le réchauffement climatique, on les fait repartir ? 
En plus d’être contre la science, ce personnel n’est pas fiable",1.0,"honteux céder dessus 
  si nouveau maladie apparaître quelque année fortement probable réchauffement climatique faire repartir   
  plus être contre science personnel fiable"
2023-03-30 21:03:33+00:00,M_Alazon,"@DidierKilkenny @Claralex_ Ce qui est vrai, tout le monde n'est pas perdant au réchauffement climatique. Pour le Canada ou la Russie, il y a beaucoup de côtés positifs.",-1.0,    vrai tout monde perdre réchauffement climatique canada russie beaucoup côté positif
2023-03-30 21:03:10+00:00,ibrahimsoukhrat,"Le lac de Serre-Ponçon va être chamboulé par un réchauffement climatique de + 4 °C, voici pourquoi https://t.co/n6I7rwSYV6",1.0,lac serre ponçon aller être chambouler réchauffement climatique        voici pourquoi
2023-03-30 21:01:31+00:00,KarlLagerfeldF,"@Lulu_du_13 @EmmanuelMacron C'est quoi le rapport avec l'eau ?
Un coup c'est le réchauffement climatique et les diesel qui va créer l'apocalypse le lendemain c'est l'eau puis après un coup de COVID puis on revient au climat. Vous voyez pas que c'est du cirque ?",-1.0,"    quoi rapport eau  
  coup réchauffement climatique diesel aller créer apocalypse lendemain eau pouvoir après coup covid pouvoir revenir climat voir cirqu"
2023-03-30 21:00:02+00:00,franceinfoplus,"💧🇫🇷 Le chef de l'Etat a présenté jeudi, dans les Hautes-Alpes, un plan très attendu destiné à améliorer la gestion de l'eau, ressource menacée par le réchauffement climatique. 👇
https://t.co/F1t8psxDqD",1.0,"    chef etat présenter jeudi haute alpe plan très attendre destiner améliorer gestion eau ressource menacer réchauffement climatique   
"
2023-03-30 20:54:28+00:00,m_zenonus,Oui c’est bcp plus dangereux que le Covid et le réchauffement climatique 😂 https://t.co/NbnAO8ip8f,-1.0,oui bcp plus dangereux covid réchauffement climatique   
2023-03-30 20:53:29+00:00,02200Bertrand,"@EmmanuelMacron 😂😂😂😂😂 Le faux plan pour nous faire bien croire qu'il y a un réchauffement climatique, bien dirigé par l'élite et surtout le système HAARP 😉😅",-1.0,     faux plan faire bien croire réchauffement climatique bien diriger élite surtout système haarp
2023-03-30 20:51:06+00:00,nicolasmanin44,@EmmanuelMacron L'été au moi de mai... Réchauffement climatique sans doute...,-1.0,mai réchauffement climatique sans doute
2023-03-30 20:48:43+00:00,Real_TMX,"@SudRadio @andrebercoff Comme disait l'ancien président de Greenpeace, le réchauffement climatique est une arnaque destinée à faire peur aux gens et à gagner un maximum d'argent.",-1.0,    comme dire ancien président greenpeac réchauffement climatique arnaqu destiner faire peur gen gagner maximum argent
2023-03-30 20:46:24+00:00,saloutre,"@EmmanuelMacron Et au passage on aurai pas besoin de ce ""nouvel"" instrument si nos dirigeant avait vraiment fait des actions contre le réchauffement climatique au lieu de blablater dans le vent",1.0,passage besoin nouveau instrument si dirigeant vraiment faire action contre réchauffement climatique lieu blablater vent
2023-03-30 20:45:57+00:00,Marco09290,"@VincentdeVince2 @CamilleAd @GerhardKrinner @franceinfoplus A priori oui, puisqu'on dépasse les pires scénario en termes de réchauffement climatique. 🥱",1.0,      priori oui puisqu dépasse pire scénario terme réchauffement climatique   
2023-03-30 20:39:31+00:00,saintepastille,"@MartinOtis C'est finalement le réchauffement climatique.
On va tous mourir.",1.0,"finalement réchauffement climatique 
  aller tout mourir"
2023-03-30 20:39:29+00:00,LeparisienGreg,@LigueDesAnimaux En Inde ils se marrent pour le réchauffement climatique. Ils n’ont pas les moyens de faire des caprices. Si les bobos sortaient leur cul du marais et allaient voir le monde ils comprendraient. Bande de décadents.,1.0,ind marrent réchauffement climatique moyen faire caprice si bobo sortir cul marai aller voir monde comprendre bande décadent
2023-03-30 20:37:43+00:00,LascauxJose,@MaryMbois Arnaque pénuries arnaque !!!!!!! Covid Ukraine réchauffement climatique pénuries arnaque !!!!!  Et même la soit disant dette !!!!!!!,-1.0,arnaqu pénurie arnaqu     covid ukrain réchauffement climatique pénurie arnaqu      disant dette
2023-03-30 20:32:28+00:00,KervranV,@RenaudMuselier @ChristopheBechu @EmmanuelMacron @Elysee @afpfr @ledauphine @alpes_1 @Paul_Barcelonne @BFM_DICI @F3cotedazur @francebleuazur @BFMCotedazur le combat pour l'eau existe depuis des SIECLES!!! nous aurai t'on menti sur le réchauffement climatique du à l'augmentation de l'activité humaine de ces dernières années,-1.0,              combat eau exister depuis siecle menti réchauffement climatique augmentation activité humain dernier année
2023-03-30 20:29:33+00:00,sorayaodia,"@arsene_kambala @Lens_ndjovu Le réchauffement climatique peut certes causer plus de pluies, ou encore altérer la durée des saisons, mais comme je vous l'ai expliqué plus haut, à Kinshasa LA GRANDE PARTIE du problème est ailleurs. On ne peut pas fermer les yeux face aux problèmes qu'on peut régler
3/3",1.0,"    réchauffement climatique pouvoir certes causer plus pluie encore altérer durée saison comme expliqué plus haut kinshasa grand partie problèm ailleurs pouvoir fermer oeil face problème pouvoir régler 
   "
2023-03-30 20:25:30+00:00,tofcrespin,"@EmmanuelMacron Faudrait savoir , réchauffement climatique , des glaciers fondent et le niveau de l'eau va monter au point de tout noyer, ici apparemment on va rationner l'eau  via une tarification progressive. On est d'accord que c'est juste poir enculer financièrement les gens uniquement ?",1.0,falloir savoir     réchauffement climatique     glacier fondre niveau eau aller monter poindre tout noyer ici apparemment aller rationner eau via tarification progressif accord juste poir enculer financièrement gen uniquement
2023-03-30 20:25:25+00:00,herve_joly,"@pcanfin La taxation des jets privés , des entreprises qui ne jouent pas le jeu en matière d'impôt via des filiales permettrait de gagner du temps contre le réchauffement climatique. Inaction complète de MACRON. STOP 49.3",1.0,taxation jet priver     entreprise jouent jeu matière impôt via filial permettre gagner temps contre réchauffement climatique inaction complet macron stop    
2023-03-30 20:22:13+00:00,Mazagan_Ft,"Sous prétexte de lutter contre un hypothétique réchauffement climatique depuis 40 ans annoncé et encore non advenu et après avoir testé la soumission du peuple et les instruments de surveillance, la société de contrôle se met en place...🔽

https://t.co/uob48K7hxj",-1.0,"sou prétexte lutter contre hypothétique réchauffement climatique depuis     an annoncer encore non advenir après avoir tester soumission peuple instrument surveillance société contrôler mettre place 

"
2023-03-30 20:17:53+00:00,collectifantig1,"@EmmanuelMacron quand il fait froid, motus et bouche cousue, faisons comme si de rien n'était
quand il fait chaud, c'est le réchauffement climatique",-1.0,"quand fait froid motu bouche cousu faire comme si rien 
  quand faire chaud réchauffement climatique"
2023-03-30 20:17:37+00:00,Kyle_Copain,"Vous croyez vraiment que des types qui n'ont jamais résolu aucun problème seraient capables de résoudre un jour un problème tel que le ""réchauffement climatique""?
Je trouve plus raisonnable de croire que le problème n'existe tout simplement pas.😌",-1.0,"croire vraiment typer jamais résoudre aucun problème capable résoudre jour problèm tel réchauffement climatique 
  trouve plus raisonnable croire problèm exister tout simplement"
2023-03-30 20:10:15+00:00,madmonkeyxxi,"@RoseDeBerne ""En plus, toute cette eau stagnante et le réchauffement climatique ça va être génial pour les moustiques. Si on a joute l'état dans lequel on a mis l’hôpital public... Ça vous dit une petite épidémie de dengue ?""",1.0,    plus tout ce eau stagnant réchauffement climatique cela aller être génial moustique si joute état lequel mettre hôpital public cela dire petit épidémie dengue
2023-03-30 20:03:34+00:00,sylvianneCruci1,@gillesbellerose @EmmanuelMacron Parce que le réchauffement climatique est actif. Intéressez- vous au lieu de vous plaindre. Emmanuel a raison. Nous allons aller contre la Nature qui reprend ses droits.,-1.0,    parce réchauffement climatique actif intéresser lieu plaindre emmanuel raison aller aller contre nature reprendre droit
2023-03-30 20:02:14+00:00,LascauxJose,"@LaColitruche 👍 covid Ukraine réchauffement climatique pénuries la même arnaque ! Et aujourd'hui je rajoute la soit disant  "" dette""  !",-1.0,     covid ukrain réchauffement climatique pénurie arnaqu     aujourd hui rajoute dire      dette    
2023-03-30 20:00:50+00:00,VFruitet,"@BeaupinEric Nan tu dois te tromper, c'est le réchauffement climatique et la sécheresseeeee🤣",-1.0,nan devoir tromper réchauffement climatique sécheresseeee
2023-03-30 19:59:10+00:00,Lenettoyeur83,@LaFrancedabord6 Il est là le réchauffement climatique. Les incendies dans les manifs c'est pas bon pour le climat.,1.0,là réchauffement climatique incendie manif bon climat
2023-03-30 19:51:09+00:00,sorayaodia,"@arsene_kambala @Lens_ndjovu Pas besoin de devenir discourtois.
Par ailleurs, pour quelqu'un qui n'est pas attardé vous avez des drôles de réflexions. Comme par exemple le fait de dire qu'on devrait s'habituer à patauger dans l'eau des égouts après chaque petite pluie parce qu'il a ""réchauffement climatique""",-1.0,"    besoin devenir discourtoi 
  ailleurs quelqu attarder drôle réflexion comme exemple faire dire devoir habituer patauger eau égout après chaque petit pluie parce réchauffement climatique"
2023-03-30 19:49:50+00:00,LabonteRegis,"@ThomasGerbet Je suis certain que ces traites sont payées aux articles patriotique WEF, leur liste doit être du genre:

Réchauffement climatique : 500$
Trump: 1000$
COVID: 1500$
Licher le cul de la CAQ: 2000$

Vérité: Mise à pied https://t.co/7jFVqP2rlF",-1.0,"certain traite payer article patriotique wef liste devoir être genre 

  réchauffement climatique     
  trump    
  covid    
  licher cul caq    

  vérité mise pied"
2023-03-30 19:49:40+00:00,MentorAlars,"@ericdechaniers @Qui_Aurait_Pu @agric15 ""l’agriculture française court au suicide tout en intensifiant le réchauffement climatique"" - fin de la blague...",-1.0,      agriculture français court suicide tout intensifier réchauffement climatique      fin blagu
2023-03-30 19:45:58+00:00,LebergerCyril,"Déjà à cette époque, on avait bien compris qu'il fallait choisir entre deux luttes: celle contre le réchauffement climatique ou celle contre le nucléaire https://t.co/ZgqgjJe3wl",-1.0,déjà ce époque bien compris falloir choisir entrer deux lutte cell contre réchauffement climatique celui contre nucléaire
2023-03-30 19:43:16+00:00,chfaure27,@LO974 Dans les années 70-80 on parlait de changement climatique.  Le Roy Ladurie fait la différence entre le changement climatique  anthropique (CO2) et les autres. La croissance d'el niño a donné le dérèglement climatique.  Le réchauffement en est une conséquence.  Stockolm 1972 AN 1,1.0,année       parler changement climatique     roy ladurie faire différenc entrer changement climatique anthropique co     autre croissance el niño donner dérèglement climatique     réchauffement conséquence     stockolm     an
2023-03-30 19:43:10+00:00,LascauxJose,@josycesarini Ben voilà je rerabache  covid Ukraine réchauffement climatique pénuries  la même arnaque  et je rajoute aujourd'hui la dette !!!!!! 😡😡😡😡,-1.0,ben voilà rerabache covid ukrain réchauffement climatique pénurie arnaqu rajoute aujourd hui dette    
2023-03-30 19:39:03+00:00,aimecinquante7,"@Elpis_R @defair_phil ""Ils"" modifient le climat puis vous disent, alerte réchauffement climatique , puis déréglement climatique, les apprentis sorciers le sont pour le climat comme ils l'ont été pour l'injection. prions",-1.0,     modifient climat pouvoir dire alerte réchauffement climatique     pouvoir déréglement climatique apprenti sorcier climat comme injection prion
2023-03-30 19:35:45+00:00,hargne78,"@Renaissance @EmmanuelMacron @steph_sejourne @Elisabeth_Borne @ChristopheBechu @MFesneau J'attends maintenant le Plan Ombre. Il faut avoir peur du/des virus, du réchauffement climatique  puis du changement climatique, des coupures d'électricité,  de gaz et maintenant de l'eau, avant d'en arriver à avoir peur de son ombre.",-1.0,        attend maintenant plan ombr falloir avoir peur virus réchauffement climatique pouvoir changement climatique coupure électricité     gaz maintenant eau avant arriver avoir peur ombr
2023-03-30 19:34:10+00:00,Grey__Goose_,"@EmmanuelMacron Et pourquoi pas : Essayer de comprendre ces secheresses de plus en plus nombreuses et ces été de plus en plus sec et chaud.

Tiens, tiens, tiens ! 
Un lien avec le climat ces nombreuses secheresses ? 
Regardons plutôt le réchauffement climatique de plus près !!!",1.0,"pourquoi     essayer comprendre secheresse plus plus nombreux plus plus sec chaud 

  tien tien tien   
  lien climat nombreux secheresse   
  regardon plutôt réchauffement climatique plus près"
2023-03-30 19:33:43+00:00,Qui_Aurait_Pu,"@AgnesRunacher @JohnKerry @POTUS Si on réussit à exporter nos solutions ambitieuses et inventives, le réchauffement climatique sera stoppé net. 
Tout se joue là-dessus au final. 
#OnContinue
#EcologieDesSolutions
#sobrieteEnergetique https://t.co/InwVTPHuqD",1.0,"     si réussir exporter solution ambitieux inventif réchauffement climatique stoppé net  
  tout joue là dessus final  
   oncontinue 
   ecologiedessolution 
   sobrieteenergetique"
2023-03-30 19:30:31+00:00,Shikurowoo,"On rappelle qu'on a des pénuries d'eaux dues aux sécheresses qui sont la cause direct du réchauffement climatique. Le gouvernement au lieu de bouger ses petits neurones en agissant pour le climat préfère taxer a mort les gens.
Je les déteste",1.0,"rappeler pénurie eal devoir sécheresse cause direct réchauffement climatique gouvernement lieu bouger petit neurone agir climat préférer taxer mort gen 
  détester"
2023-03-30 19:28:54+00:00,mdgrinbaud,Ça va trop loin le réchauffement climatique https://t.co/hGe3PcSItR,1.0,cela aller trop loin réchauffement climatique
2023-03-30 19:28:53+00:00,FrenchJeanGuy1,"@CycloCitrouille @SergeZaka Et dire a certains que les gelées à venir c'est le réchauffement climatique et le CO2.
À toutes les sauces!

Cette ambiance de #sectes apocalyptiques récupérees contamine via les RS mm le service #météorologique de @radiofrance.
Stop au #gurus.
Souviens-toi de ces #RaoultGate.",-1.0,"    dire certain gelée venir réchauffement climatique co  
  tout sauce 

  ce ambiance secte apocalyptique récupéree contamin via rs millimètre service météorologique  
  stop guru 
  souvien raoultgat"
2023-03-30 19:27:21+00:00,marylmr76,@Renaissance @EmmanuelMacron @steph_sejourne @Elisabeth_Borne @ChristopheBechu @MFesneau Je comprends pas le réchauffement climatique et la montée des eaux …. C’est ce qu’on nous vend non ? Et maintenant sécheresse et pénuries ? Je dois bien avouer que je sens que le gouvernement me prend ENCORE pour une grosse CONNE #complotiste,-1.0,        comprend réchauffement climatique monter eal     vend non     maintenant sécheresse pénurie     devoir bien avouer sentir gouvernement prendre encore gros con complotist
2023-03-30 19:27:11+00:00,lamadieu,"@StEgreve rejoint les villes qui ont signé la charte d'engagement #𝗣𝗹𝗮𝗻𝗰𝗹𝗶𝗺𝗮𝘁𝗮𝗶𝗿𝗲́𝗻𝗲𝗿𝗴𝗶𝗲 @GrenobleAlpes
➡️ S'adapter au réchauffement climatique 
➡️ Changer de paradigme pour moins de #Gazàeffetdeserre, plus de #biodiversité #sobriété 
🙏 @laurentTHOVISTE 📸 https://t.co/c0n3Zw625o",1.0,"rejoindre ville signer charte engagement 𝗣𝗹𝗮𝗻𝗰𝗹𝗶𝗺𝗮𝘁𝗮𝗶𝗿𝗲 𝗻𝗲𝗿𝗴𝗶𝗲 
    adapter réchauffement climatique 
    changer paradigme moins gazàeffetdeserre plus biodiversité sobriéter 
     "
2023-03-30 19:26:51+00:00,DaninIrene,"@LaColitruche Inutile d'expliquer ! le réchauffement climatique a décidé que nous devons revenir au moyen âge ! Les gueux iront à pieds et les gds ""noblesse oblige""nous les regarderons passer en voiture que nous ne pourrons plus nous payer !",-1.0,inutile expliquer     réchauffement climatique décider devoir revenir moyen âge     gueux aller pied gd noblesse obliger regarder passer voiture pouvoir plus payer
2023-03-30 19:25:45+00:00,ppelezMoiVi,"@Limagie_fujie @Cloo8_ @dioxigene_o2_ Pis t'inquiète Simone, avec le réchauffement climatique bientôt y aura plus de neige là bas 😭",1.0,     pis inquiet simone réchauffement climatique bientôt plus neige là bas
2023-03-30 19:25:41+00:00,Marc04771855,@le_Parisien L’article commence par « réchauffement climatique »😂. C’est la propagande pour les mollusques à ce niveau,-1.0,article commencer     réchauffement climatique      propagande mollusque niveau
2023-03-30 19:23:29+00:00,arkhamwind,@BonProvecchio @audreygarric tu dis ça pour le réchauffement climatique et le fait que la nature se venge ?,1.0,    dire cela réchauffement climatique faire nature venge
2023-03-30 19:22:37+00:00,Beth6Harmon,"@KeitaIsaac4 @TannerLight95 @ArnaultRaphael Et le réchauffement climatique ? Du coup on s’en fout ? Parce que chaque combustion dégageant du CO2, vu tous les feux, les bagnoles qui crament, ces manifs sont une catastrophe écologique ! Et quelqu’un a nettoyé le champ de sainte-Soline ? Oui, un pov paysan ! Merci la gauche",1.0,     réchauffement climatique     coup foutre     parce chaque combustion dégageant co     voir tout feux bagnole crament manif catastrophe écologique     quelqu nettoyé champ saint solin     oui pov paysan     merci gauche
2023-03-30 19:20:54+00:00,AlorsAmed,@NiusMarco @LaureGonlezamar @Nathalienath19 Aussi gros enfumage  que le rechauffement climatique entropique et vous verrez dans un ans les neuneux y croiront tous !🤢,-1.0,     aussi gros enfumage rechauffemer climatique entropique voir an neuneux croire tout
2023-03-30 19:20:12+00:00,Shooterz_kipzta,"Elle fut apparue
On est vrm une generation de merde on merite le rechauffement climatique ça nous apprendras à etre aussi con",1.0,"apparaître 
  vrm generation merd merite rechauffemer climatique ça apprendra etre aussi con"
2023-03-30 19:17:53+00:00,Counch3,"@Thinker_View L’humanité préféra une guerre au sein de sa propre espèce plutôt que de remettre en question son utopie capitaliste dépassée et de combattre le réchauffement climatique qui la tue à petit feu… fuite en avant… folie
Cette humanité est une désolation… a chaque fois…  punaise !",1.0,"humanité préféra guerre sein propre espèce plutôt remettre question utopie capitaliste dépasser combattre réchauffement climatique tue petit feu fuite avant folie 
  ce humanité désolation chaque fois     punaise"
2023-03-30 19:17:22+00:00,fb_bahia,"@Yaya_Chutt @9crlW7SljUTGMTC @sarde_le @emma_ducros La nature produit l'évaporation strictement nécessaire à la faune et la flore, si on en crée trop de manière artificielle, on perd plus d'eau (car réchauffement climatique) et on déséquilibre le climat et le cycle de l'eau.",1.0,      nature produire évaporation strictement nécessaire faune flore si créer trop manière artificielle perdre plus eau car réchauffement climatique déséquilibr climat cycl eau
2023-03-30 19:11:32+00:00,Machinequisait,#macron qui parle de sécheresse et de réchauffement climatique et en Bretagne il pleut dru et ça caille ! 😐 https://t.co/r4hNn3Ijbv,-1.0,macron parle sécheress réchauffement climatique bretagne pleuvoir dru cela caille     
2023-03-30 19:10:43+00:00,julesma51,"@Fredx92 A cause du réchauffement climatique, les piqûres de moustiques créent d'énorme démangeaisons 🤣🤣",-1.0,cause réchauffement climatique piqûre moustique créer énorme démangeaison
2023-03-30 19:09:25+00:00,p_bischetti,"@subo51 Il fait beaucoup trop chaud pour la période , les agriculteurs estiment à 3 semaines,  1 mois de précocité sur les cultures  , le réchauffement climatique est là  ...
😚",1.0,"faire beaucoup trop chaud période     agriculteur estimer     semaine       mois précocité culture      réchauffement climatique là   
 "
2023-03-30 19:06:29+00:00,fb_bahia,"@Yaya_Chutt @9crlW7SljUTGMTC @sarde_le @emma_ducros Oui, mais avec le réchauffement climatique, les nappes vont être de plus en plus pompées et ce, au seul profit de l'industrie agro-alimentaire! Le Giec a dit que c problématique que les nations les + riches sur-consomment.",1.0,      oui réchauffement climatique nappe aller être plus plus pomper seul profit industrie agro alimentaire giec dit problématique nation     riche consomment
2023-03-30 19:06:04+00:00,Rigautnicosslas,"@clairemado06 @silvano_trotta oui le sud-est a l'habitude,  à part ça on se gèle les couilles encore en avril,  réchauffement climatique ????",-1.0,    oui sud habitud     part cela gèl couille encore avril     réchauffement climatique
2023-03-30 19:04:36+00:00,JjHijoe,"@fgagnon5 @RadioCanadaInfo Il y a environ 18 000 climatologues qualifiés dans le monde et 99.9% d'entre-eux son d'accord que les humains sont à l'origine du réchauffement climatique et du changement climatique et que c'est grave. Explique moi comment 18 000 climatologues n'ont pas raison, mais toi oui!🥸 https://t.co/reTRNFSV7s",1.0,    environ       climatologue qualifié monde        entrer accord humain origine réchauffement climatique changement climatique grave expliquer comment       climatologue raison oui
2023-03-30 19:03:02+00:00,StartUpCom2,"@LemaxicraneduG @nekkau @3unjee @dr_l_alexandre C'est bien ce que je dis vous êtes incapable de réfléchir. Il n'y a pas de réchauffement climatique anthropique (prenez un dictionnaire), les glaces ne fondent plus, le Groenland étaient les plaines vertes du temps des viking. Et si vous vivez bien aujourd'hui c'est grave à nous",-1.0,      bien dire incapable réfléchir réchauffement climatique anthropique prendre dictionnair glace fondre plus groenland plaine vert temps viking si vivre bien aujourd hui grave
2023-03-30 19:01:04+00:00,fb_bahia,"@Yaya_Chutt @9crlW7SljUTGMTC @sarde_le @emma_ducros Le problème est qu'il y a des sécheresse hivernal du fait du réchauffement climatique et l'eau est pompée directement dans la nappe phréatique, raison pour laquelle les petits paysans voient leurs puits et cours d'eau asséchée.",1.0,      problème sécheresse hivernal faire réchauffement climatique eau pompée directement napp phréatique raison lequel petit paysan voir leur puits cours eau assécher
2023-03-30 19:00:14+00:00,romainC81549988,"@Clemence_Guette Pendant que l'on se bat, s'etrippe et signon des tribunes, me processus du rechauffement climatique et enclenché et irréversible. Aucun soulevement de la terre, ni aucune bassine ne pourra empêcher ce process de nous balayer comme en fétu de paille. Vous en êtes consciente ?",1.0,pendant bat etripp signon tribune processu rechauffement climatique enclencher irréversible aucun soulevement terr ni aucun bassine pouvoir empêcher process balayer comme fétu paille conscient
2023-03-30 18:52:51+00:00,MFolkrom,@Boss_PFARC @FvcK1slqm @MacLesggy Je ne sais pas ce que vous avez fumé mais ça a l’air fort… le réchauffement climatique lié à l’activité de l’homme comme par hasard mais alors comme par hasard au moment de l’industrialisation… je ne fais que poser des questions hein,-1.0,     sai fumé cela air fort réchauffement climatique lier activiter homme comme hasard alors comme hasard moment industrialisation fai poser question hein
2023-03-30 18:52:39+00:00,VeroniqueBasle,Les États ont trouvé des ressources communes contre le COVID. Il est temps d'agir avec un même sursaut collectif contre le réchauffement climatique.  https://t.co/6GMyS1PZea,1.0,état trouver ressource communer contre covid temps agir sursaut collectif contre réchauffement climatique   
2023-03-30 18:52:02+00:00,tracfort,"@GaulierLionel @Jiemb1 @GrainHedger Dans la grande moitié nord de la France les conséquences du réchauffement climatique sont une augmentation des précipitations l'hiver et une diminution l'été.
Vous pouvez donner des exemples d'Espagne du Sahara ou de Californie c'est totalement hors sujet.",-1.0,"     grand moitié nord france conséquence réchauffement climatique augmentation précipitation hiver diminution 
  pouvoir donner exemple espagne sahara californie totalement hors sujet"
2023-03-30 18:51:53+00:00,PSGInna,Réchauffement climatique : une bactérie mangeuse de chair pourrait se multiplier dans nos océans https://t.co/BGw2YO77Hz via @le_Parisien,1.0,réchauffement climatique      bactérie mangeus chair pouvoir multiplier océan via
2023-03-30 18:51:01+00:00,MainvilleRobert,"@huguesfoucher1 Les phénomènes environnementaux sont dynamiques.

Vraisemblablement, le réchauffement climatique entraînera un déplacement de la production de sirop d'érable vers le nord.

Les producteurs du sud vont y perdre, ceux du nord vont gagner, pour le Qc, ce sera probablement kif-kif.",1.0,"phénomène environnemental dynamique 

  vraisemblablement réchauffement climatique entraîner déplacement production sirop érabl vers nord 

  producteur sud aller perdre celui nord aller gagner qc probablement kif kif"
2023-03-30 18:46:27+00:00,AldrinThom,"Apres l'arnaque du Covid, du Vaccin, du réchauffement climatique, de la guerre contre le nouvel Hitler russe, voila la nouvelle escroquerie sur la pénurie d'eau !!!!
Tout est bon pour nous étouffer !! https://t.co/53UrnfySYK",-1.0,"apre arnaqu covid vaccin réchauffement climatique guerre contre nouveau hitler russe voila nouveau escroquerie pénurie eau  
  tout bon étouffer   "
2023-03-30 18:45:05+00:00,ThomasTmozza,"Je prends des bains tous les jours, j’ai une piscine et comme dirait @henni_mo Thomas que penses-tu du réchauffement climatique ? Bas les couilles j’ai la clim !!!! https://t.co/G5ysLETzRd",-1.0,prend bain tout jour piscin comme dire thomas pense réchauffement climatique     bas couille clim   
